76;;1581150040;;The Writer's Legal Guide (2nd ed);;Book;;1151885;;0;;7;;2,,,,,,,
77;;0312982178;;Water Touching Stone;;Book;;27012;;5;;2;;11,,,,,,,
78;;0874850037;;The Ebony Cookbook;;Book;;140480;;5;;2;;3,,,,,,,
79;;0811726371;;Today's Military Wife;;Book;;7437;;5;;2;;12,,,,,,,
80;;1884997015;;In Quest of God;;Book;;533031;;4;;4;;1,,,,,,,
81;;6304286961;;The Doors;;Video;;10217;;5;;20;;167,,,,,,,
82;;0140430407;;Puddnhead Wilson;;Book;;60668;;5;;5;;4,,,,,,,
83;;059516630X;;A Candle for Bobby;;Book;;3272795;;0;;1;;0,,,,,,,
84;;B000063W82;;The Best of Schoolhouse Rock! - 30th Anniversary Edition;;Video;;780;;5;;12;;14,,,,,,,
85;;0912500476;;Amamantar Sencillo y Puro;;Book;;1246085;;0;;3;;0,,,,,,,
86;;0807205249;;Junie B. Jones Collection;;Book;;1525696;;0;;3;;4,,,,,,,
87;;0415157528;;Colloquial Polish;;Book;;393166;;5;;4;;2,,,,,,,
88;;039802278X;;Normal and Abnormal Development;;Book;;353149;;0;;0;;0,,,,,,,
89;;B00005ARCQ;;Desde Que Samba E Samba;;Music;;380534;;0;;8;;0,,,,,,,
90;;0671727737;;The Eagle Has Landed;;Book;;841921;;5;;1;;46,,,,,,,
91;;1566913810;;Foghorn Outdoors;;Book;;333198;;5;;2;;2,,,,,,,
92;;037575380X;;Black No More;;Book;;251469;;5;;4;;7,,,,,,,
93;;0965740056;;BizPricer¿ Business Valuation Manual w/Software;;Book;;1485593;;0;;4;;0,,,,,,,
94;;039572774X;;The American Heritage Dictionary of Idioms;;Book;;166549;;5;;4;;15,,,,,,,
95;;0887402631;;The Heavy Flak Guns, 1933-1945;;Book;;1369585;;0;;1;;0,,,,,,
96;;0310485002;;Becoming a Contagious Christian;;Book;;215846;;5;;3;;21,,,,,,,
97;;042515517X;;Year of the Tiger;;Book;;509767;;5;;2;;5,,,,,,,
98;;B0000646IJ;;Brahms;;Music;;78552;;2;;8;;7,,,,,,,
99;;0071402306;;An Employee's Guide to Stock Options;;Book;;228734;;5;;9;;0,,,,,,,
100;;0787958743;;Guide to Effective Staff Development in Health Care Organizations;;Book;;783690;;5;;2;;0,,,,,,,
101;;0743509315;;Separation Of Power;;Book;;612868;;5;;5;;76,,,,,,,
102;;1858685486;;Mensa Visual Brainteasers;;Book;;576507;;2;;3;;3,,,,,,,
103;;0151803870;;Selected Essays;;Book;;324548;;5;;3;;2,,,,,,,
104;;0820451576;;Owning Culture;;Book;;592661;;5;;3;;0,,,,,,,
105;;1555919332;;Learning in Overdrive;;Book;;114176;;5;;6;;2,,,,,,,
106;;0821825917;;Filtrations on the Homology of Algebraic Varieties (Memoirs of the American Mathematical Society, 529);;Book;;1646865;;0;;1;;0,,,,,,
107;;038548125X;;Mothers and Daughters;;Book;;432141;;5;;5;;2,,,,,,,
108;;0838531377;;General Ophthalmology;;Book;;635566;;5;;4;;1,,,,,,,
109;;0471346608;;Baby Basics;;Book;;502928;;4;;6;;5,,,,,,,
110;;0684868008;;Casanova in Bohemia;;Book;;92775;;5;;3;;10,,,,,,,
111;;0736805656;;The Maine Coon Cat (Learning About Cats);;Book;;1612259;;0;;2;;0,,,,,,,
112;;1572315938;;Official Microsoft Image Composer Book;;Book;;682312;;0;;4;;1,,,,,,,
113;;0736625801;;Jesus;;Book;;2213377;;5;;0;;0,,,,,,,
114;;0809240394;;Bowl Like a Pro;;Book;;887935;;0;;2;;3,,,,,,,
115;;0533139317;;Growing Millionaire Kids;;Book;;1217413;;0;;4;;4,,,,,,,
116;;0820112518;;The Life of Benjamin West;;Book;;3312631;;0;;2;;0,,,,,,,
117;;0380819546;;Site Unseen;;Book;;38915;;5;;3;;6,,,,,,,
118;;0590464272;;The Magic School Bus At The Waterworks;;Book;;654728;;5;;8;;1,,,,,,,
119;;0849943221;;Black Friday (Soul Survivor Series, Bk. 4);;Book;;762209;;5;;4;;1,,,,,,
120;;0140445684;;Capital;;Book;;17693;;5;;3;;40,,,,,,,
121;;0688060676;;Ten Black Dots;;Book;;144348;;5;;4;;1,,,,,,,
122;;B00003Q5AZ;;Cocktail Hour;;Music;;159210;;0;;3;;0,,,,,,,
123;;059047913X;;You Can Name 100 Dinosaurs!;;Book;;651510;;0;;2;;2,,,,,,,
124;;B0000060TP;;Dink the Little Dinosaur;;Video;;25127;;5;;8;;2,,,,,,,
125;;076453243X;;Adobe® InDesign¿ Bible;;Book;;405530;;5;;4;;5,,,,,,,
126;;0395530377;;Houghton Mifflin Mathematics;;Book;;1804602;;0;;3;;0,,,,,,,
127;;0878301534;;Ballroom Dancing;;Book;;36535;;5;;4;;5,,,,,,,
128;;0312871880;;Irish Stew!;;Book;;368790;;5;;4;;5,,,,,,,
129;;1579473024;;Cpt 2003;;Book;;256979;;5;;7;;2,,,,,,,
130;;0767905288;;The O'Reilly Factor;;Book;;29460;;5;;4;;375,,,,,,,
131;;078795893X;;The 2R Manager;;Book;;122152;;5;;8;;3,,,,,,,
132;;0743504097;;Iyanla Live!;;Book;;868001;;5;;10;;1,,,,,,,
133;;B00003Q5AH;;Bloomfield Blues;;Music;;209843;;5;;5;;1,,,,,,,
134;;0877936528;;Growing Teen Disciples;;Book;;1646474;;0;;1;;1,,,,,,,
135;;0609608363;;Wondrous Contrivances;;Book;;408802;;0;;3;;1,,,,,,,
136;;0452011604;;Understanding Islam;;Book;;90195;;5;;1;;14,,,,,,,
137;;0781433525;;Apples of Gold;;Book;;129355;;5;;4;;4,,,,,,,
138;;B00003Q5AA;;The McClurkin Project;;Music;;54277;;5;;2;;10,,,,,,,
139;;0824518659;;The Sacred Impulse;;Book;;846457;;0;;3;;1,,,,,,,
140;;0786710772;;Power & Greed;;Book;;788014;;0;;2;;5,,,,,,,
141;;1886110867;;Coach K;;Book;;401565;;5;;5;;10,,,,,,,
142;;0590108859;;Chemical Chaos (Horrible Science);;Book;;280529;;5;;2;;3,,,,,,,
143;;080784991X;;Ghosts from the Coast;;Book;;1079230;;2;;6;;2,,,,,,,
144;;0195044193;;The Paradox of Change;;Book;;596032;;5;;2;;0,,,,,,,
145;;1581127723;;The Bases of Chemical Thermodynamics;;Book;;656347;;5;;5;;2,,,,,,,
146;;0806626062;;More Prime Time Activities With Kids;;Book;;223675;;4;;4;;1,,,,,,,
147;;0743202554;;The New Jewish Wedding, Revised;;Book;;11398;;5;;4;;18,,,,,,
148;;0812550749;;Firebird;;Book;;77008;;5;;3;;42,,,,,,,
149;;B00000IC80;;Pot O' Gold/Made for Each Other;;DVD;;51310;;3;;20;;0,,,,,,,
150;;0764118218;;Vocabulary Builder;;Book;;966856;;0;;4;;0,,,,,,,
151;;B00000IC82;;Laurel & Hardy - Flying Deuces/Utopia;;DVD;;44671;;1;;16;;13,,,,,,,
152;;B00000IC86;;NASA, Pt. 1 & 2;;DVD;;52747;;0;;10;;0,,,,,,
153;;B00000IC83;;Life of Jesus, Vol. 1-2;;DVD;;38774;;5;;12;;8,,,,,,
154;;0140272100;;Vanished;;Book;;274214;;5;;1;;22,,,,,,,
155;;0939343347;;Cowboy Mentality & the Big One That Got Away;;Book;;201196;;5;;4;;0,,,,,,,
156;;0970911300;;Parrot Heads in Paradise;;Video;;56356;;0;;3;;3,,,,,,,
157;;0842374043;;What about Spiritual Warfare?;;Book;;1058886;;0;;4;;1,,,,,,,
158;;B00000IC89;;John Wayne 2 Pack (The Man from Utah / The Star Packer / Sagebrush Trail / Riders of Destiny);;DVD;;44822;;5;;17;;4,,,,,,,
159;;0553487388;;The Icicle Forest (Fairy School);;Book;;606246;;5;;4;;0,,,,,,,
160;;0804119368;;The Twisted Root (William Monk Novels (Paperback));;Book;;271715;;5;;7;;23,,,,,,,
161;;0890541795;;Foliage Plant Diseases;;Book;;1166713;;0;;4;;1,,,,,,,
162;;0810939770;;Wildlife the Nature Paintings of Carl Brenders;;Book;;413356;;5;;2;;6,,,,,,,
163;;0931892813;;Messages to Our Family;;Book;;304224;;5;;3;;2,,,,,,,
164;;0895296586;;What's Really Wrong With You;;Book;;224993;;5;;5;;12,,,,,,,
165;;0807842109;;Passage of Darkness;;Book;;286627;;5;;3;;4,,,,,,,
166;;0226309045;;In the Arms of Africa;;Book;;488085;;2;;6;;13,,,,,,,
167;;0385332998;;Total Immersion;;Book;;537058;;5;;2;;4,,,,,,,
168;;1560799501;;Peterson's Toefl Word Flash;;Book;;1015389;;0;;2;;1,,,,,,,
169;;B00000IBNZ;;Clamp School Detectives, Vol. 1;;Video;;73557;;0;;3;;3,,,,,,
170;;0471394327;;Lafayette;;Book;;46461;;5;;4;;8,,,,,,,
171;;1566562988;;Anti-Semitism;;Book;;1078170;;0;;3;;0,,,,,,,
172;;0064470954;;Cherokee Bat and the Goat Guys (Weetzie Bat);;Book;;450575;;5;;3;;14,,,,,,,
173;;0838514944;;Current Diagnosis & Treatment in Infectious Diseases;;Book;;31834;;5;;6;;2,,,,,,,
174;;0415276322;;Science and Poetry;;Book;;415504;;5;;3;;2,,,,,,,
175;;0792378946;;Assessment and Prediction of Speech Quality in Telecommunications;;Book;;1793855;;0;;2;;0,,,,,,,
176;;B00000IC8Z;;Avengers '67 - Set 1, Vols. 1 & 2;;DVD;;15428;;5;;18;;15,,,,,,
177;;0299183106;;Cracked Sidewalks and French Pastry;;Book;;449409;;5;;5;;8,,,,,,,
178;;1858600073;;They Walked With Jesus;;Book;;674474;;5;;1;;5,,,,,,,
179;;B00000IC8F;;Africa Screams/Jack & The Bean;;DVD;;53825;;5;;21;;13,,,,,,,
180;;B00000IC8N;;Barney;;Video;;7315;;5;;2;;1,,,,,,,
181;;0788194607;;Legacy;;Book;;1462633;;1;;1;;1,,,,,,,
182;;B00000IC8L;;W.C. Fields, Vol. 1 & 2;;DVD;;36972;;5;;14;;15,,,,,,
183;;0486276716;;Funny Teddy Bear Stickers (Dover Little Activity Books);;Book;;1019612;;0;;1;;0,,,,,,,
184;;1883991420;;Physicians of the Soul;;Book;;615317;;1;;4;;0,,,,,,,
185;;0465024769;;The Rise of the Creative Class;;Book;;14050;;5;;4;;45,,,,,,,
186;;0060195207;;Too Loud, Too Bright, Too Fast, Too Tight;;Book;;289299;;5;;2;;8,,,,
187;;0768907152;;Words for Smart Test Takers (Academic Test Preparation Series);;Book;;17104;;5;;5;;4,,,,,,,
188;;1896551327;;The Politics and Practice of United Nations Peacekeeping;;Book;;1339755;;0;;0;;0,,,,,,,
189;;041523008X;;The New Art History;;Book;;222919;;5;;3;;0,,,,,,,
190;;6303454488;;Bob Dylan - MTV Unplugged;;Video;;23333;;5;;5;;19,,,,,,,
191;;1582700176;;Dolphin Talk;;Book;;931025;;0;;5;;1,,,,,,,
192;;0471978515;;Evidence-based Health Promotion;;Book;;1102915;;0;;6;;0,,,,,,,
193;;1573229326;;How to Be Good;;Book;;10350;;5;;3;;261,,,,,,,
194;;0967328934;;Viva La Monkeysuit;;Book;;2208528;;0;;0;;0,,,,,,,
195;;1570718903;;Sixteen Scandals;;Book;;427570;;5;;8;;5,,,,,,,
196;;0916990419;;Modeling With Nlp;;Book;;141429;;5;;0;;0,,,,,,,
197;;0439288487;;Health & Safety (Fresh & Fun);;Book;;1145594;;0;;5;;0,,,,,,,
198;;0883680947;;Imitation of Christ;;Book;;933676;;5;;2;;39,,,,,,,
199;;0671562711;;My Life with the Chimpanzees;;Book;;108497;;5;;6;;8,,,,,,,
200;;0873376129;;U.S. Immigration Made Easy (8th Edition);;Book;;770576;;5;;4;;9,,,,,,,
201;;1584230169;;Bareback;;Book;;365975;;5;;2;;2,,,,,,,
202;;0811820289;;The Go Go Dogs;;Book;;456824;;0;;9;;2,,,,,,,
203;;0944448143;;Crush Price Objections;;Book;;85953;;5;;4;;0,,,,,,,
204;;0792369696;;Mathematics Education and Language;;Book;;1839313;;0;;7;;0,,,,,,,
205;;B00005LAF3;;Nights And Days (Noce i Dnie);;Video;;96810;;0;;2;;0,,,,,,,
206;;0937065889;;What to Say When You Talk to Yourself About Selling;;Book;;1072517;;0;;2;;1,,,,,,,
207;;1588800334;;MCSE SQL 2000 Administration Exam Cram (Exam;;Book;;369140;;5;;9;;13,,,,,,,
"208;;B000000HFH;;What's on Your Mind (Pure Energy) [Tommy Boy CD5/12"");;Music;;135746;;0;;2;;4",,,,,,,
209;;0738841617;;MOST GREATLY LIVED;;Book;;1019980;;0;;1;;8,,,,,,,
210;;158715837X;;Farewell, Nikola;;Book;;2592270;;0;;1;;0,,,,,,
211;;B00007L4N1;;DC Talk;;DVD;;46276;;4;;8;;6,,,,,,,
212;;0471215716;;Fiber-Optic Communication Systems;;Book;;440652;;5;;5;;9,,,,,,,
213;;B000000HFB;;Running;;Music;;174625;;0;;2;;2,,,,,,,
214;;1892041413;;Robert Mapplethorpe;;Book;;720355;;5;;8;;1,,,,,,,
215;;0743227433;;China Run;;Book;;97668;;5;;2;;21,,,,,,,
216;;1881173097;;The Tambopata-Candamo-Rio Heath Region of Southeastern Peru;;Book;;2829065;;0;;2;;0,,,,,,,
217;;0595216498;;Desert Flower;;Book;;713677;;0;;3;;0,,,,,,,
218;;0066210887;;The Justification of Johann Gutenberg;;Book;;758816;;0;;1;;5,,,,,,,
219;;1402701179;;Fantasy Origami;;Book;;635224;;0;;2;;0,,,,,,,
220;;0849962676;;Love Must Be Tough;;Book;;828048;;5;;5;;30,,,,,,,
221;;0791041131;;Herman Melville's Billy Budd, Benito Cereno, and Bartleby the Scrivener (Bloom's Reviews Comprehensive Research and Study Guides);;Book;;721162;;2;;6;;0,,,,,
222;;0964385376;;The World's Easiest Guide to Using the MLA;;Book;;512617;;1;;2;;2,,,,,,,
223;;0816514828;;Risky Rivers;;Book;;976236;;0;;1;;0,,,,,,,
224;;0440415713;;Junebug and the Reverend;;Book;;138623;;5;;7;;1,,,,,,,
225;;1882413024;;First Indian on the Moon;;Book;;170425;;5;;3;;5,,,,,,,
226;;9500421690;;Presentimientos;;Book;;1921262;;0;;2;;0,,,,,,,
227;;B000003ONE;;Lush Mechanique;;Music;;143154;;0;;4;;4,,,,,,,
228;;1928936180;;Hollywood Agents & Managers Directory (Hollywood Representation Directory);;Book;;1088079;;0;;3;;1,,,,,,,
229;;6304733542;;Bob Newhart - Button Down Concert - Off the Record;;Video;;27452;;0;;3;;1,,,,,,,
230;;0374523096;;Half Slave and Half Free;;Book;;314702;;5;;1;;2,,,,,,,
231;;B000003ONN;;George Morgan - 14 Greatest Hits;;Music;;107310;;3;;2;;3,,,,,,,
232;;1893441695;;Review of Veterinary Physiology (The Quick Look Series in Veterinary Medicine);;Book;;540767;;5;;2;;2,,,,,,,
233;;1571882588;;Steelhead Dreams;;Book;;636094;;5;;3;;4,,,,,,,
234;;B000003ONH;;Adults Only;;Music;;202317;;0;;35;;3,,,,,,,
235;;0769218261;;Dream Theater;;Book;;536118;;5;;3;;3,,,,,,,
236;;B00005R8FW;;In Flight [Bonus Tracks];;Music;;276541;;0;;1;;0,,,,,,,
237;;1589490002;;Introduction to General Relativity;;Book;;866483;;0;;2;;0,,,,,,,
238;;1893990060;;Process Optimization in Home Healthcare;;Book;;1655045;;0;;8;;0,,,,,,,
239;;B000003ONP;;Johnny Bush - 14 Greatest Hits;;Music;;12361;;5;;2;;7,,,,,,,
240;;0824799372;;Clathrate Hydrates of Natural Gases (Chemical Industries);;Book;;404528;;2;;3;;1,,,,,,,
241;;014023778X;;Unsettling America;;Book;;301257;;5;;5;;5,,,,,,,
242;;0793807506;;Wire Fox Terrier;;Book;;278877;;5;;2;;4,,,,,,,
243;;0962520713;;The Heart Hospital;;Book;;1497399;;0;;0;;0,,,,,,,
244;;0962096733;;Phonics Pathways;;Book;;136845;;5;;5;;22,,,,,,,
245;;0786408804;;F-105 Thunderchiefs;;Book;;957851;;0;;3;;2,,,,,,,
246;;B000000HF0;;One More Night;;Music;;151615;;5;;5;;5,,,,,,,
247;;1568543115;;The Color of Light;;Book;;1062138;;0;;5;;0,,,,,,,
248;;0312862156;;Starlight (Starlight (Tor Paperback));;Book;;777751;;5;;3;;4,,,,,,,
249;;0446389862;;Homeschooling for Excellence;;Book;;45389;;5;;2;;17,,,,,,,
250;;0811810984;;52 Fun Things to Do on the Plane (52 Series);;Book;;461814;;5;;3;;13,,,,,,,
251;;6301045734;;The Glass Menagerie;;Video;;9169;;5;;8;;8,,,,,,,
252;;B0000262WI;;The Köln Concert;;Music;;581;;5;;6;;82,,,,,,,
253;;B00002MO9L;;Celtic Glory;;Music;;110754;;5;;7;;3,,,,,,,
254;;6301967917;;Electra Glide in Blue;;Video;;4828;;5;;7;;20,,,,,,,
255;;0027348407;;Hitty;;Book;;144965;;5;;2;;27,,,,,,,
256;;0872886476;;Walk-Behind Lawn Mower;;Book;;86373;;5;;2;;1,,,,,,,
257;;006440823X;;Bloomability;;Book;;38960;;5;;5;;167,,,,,,,
258;;0660179687;;Hosanna;;Book;;2450607;;0;;8;;2,,,,,,,
259;;0195130529;;Global Public Goods;;Book;;551439;;5;;13;;2,,,,,,,
260;;0439406420;;I'm A Little Puppy;;Book;;168563;;5;;4;;1,,,,,,,
261;;3822860476;;The Harvard Design School Guide to Shopping / Harvard Design School Project on the City 2;;Book;;59428;;5;;6;;7,,,,,,,
262;;0805040862;;Wetland;;Book;;1629929;;0;;4;;0,,,,,,,
263;;0971381100;;Practical Survival Tips, Tricks, & Skills;;Book;;527931;;5;;3;;3,,,,,
264;;1885167369;;How to Get Filthy, Stinking Rich and Still Have Time for Great Sex!;;Book;;530736;;1;;8;;23,,,,,,
265;;0875421210;;Earth Power;;Book;;100261;;5;;6;;47,,,,,,,
266;;0873417909;;Antique Golf Collectibles;;Book;;508459;;5;;3;;5,,,,,,,
267;;0809016109;;Unwinnable Wars;;Book;;1122264;;0;;4;;2,,,,,,,
268;;0064440451;;Morris Goes to School (I Can Read Book 1);;Book;;106400;;5;;5;;8,,,,,,,
269;;0140437983;;Memoirs of General W.T. Sherman (Penguin Classics);;Book;;92489;;5;;9;;18,,,,,,,
270;;B000023XRD;;Greatest Hits;;Music;;385053;;0;;0;;0,,,,,,,
271;;0672321971;;Sams Teach Yourself Visual C++.NET in 21 Days (2nd Edition);;Book;;304255;;5;;4;;7,,,,,,,
272;;0029148510;;Acts of War;;Book;;406116;;5;;3;;5,,,,,,,
273;;0814766471;;The Ends of Performance;;Book;;574084;;5;;3;;0,,,,,,,
274;;0694524980;;Ernest Hemingway Audio Collection CD;;Book;;25072;;5;;7;;1,,,,,,,
275;;093314993X;;Activity Schedules for Children With Autism;;Book;;12528;;5;;8;;9,,,,,,,
276;;046502968X;;The Right to Vote;;Book;;608953;;5;;4;;9,,,,,,,
277;;0028642406;;The Complete Idiot's Guide to 401(k) Plans (2nd Edition);;Book;;216529;;5;;9;;2,,,,,,,
278;;0761537678;;Medal Of Honor;;Book;;94940;;5;;8;;3,,,,,,,
279;;193168202X;;The Unique Woman;;Book;;514825;;5;;1;;1,,,,,,,
280;;0738514705;;Clemson University (The College History Series);;Book;;701957;;0;;1;;1,,,,,,,
281;;0802138438;;Tropic of Cancer and Tropic of Capricorn;;Book;;562681;;0;;5;;0,,,,,,,
282;;0786807695;;Son of the Mob (Son of the Mob (Hardcover));;Book;;135990;;5;;4;;74,,,,,,,
283;;1586481053;;A Good Fight;;Book;;479342;;0;;4;;12,,,,,,,
284;;0916562514;;Brazil;;Book;;714290;;2;;2;;8,,,,,,,
285;;0399522719;;The Vegetarian Child;;Book;;677145;;1;;3;;4,,,,,,,
286;;B00004T42Y;;Goodnight Sweetheart;;Music;;136605;;0;;15;;0,,,,,,,
287;;1575849100;;Going To God'S House (First Bible Collection);;Book;;2261847;;5;;3;;2,,,,,,,
288;;0446312193;;Unnatural Causes;;Book;;925672;;0;;3;;10,,,,,,,
289;;B00005LAPA;;Bad Boys Best 2001;;Music;;201082;;0;;4;;0,,,,,,,
290;;0970009844;;The Best of Famous Monsters of Filmland, Vol. #1;;Book;;1107220;;0;;2;;5,,,,,,
291;;0201634562;;The Java FAQ;;Book;;624494;;0;;2;;4,,,,,,,
292;;1558505938;;How To Incorporate and Start a Business in North Carolina;;Book;;667616;;0;;9;;0,,,,,,,
293;;B00005LAPN;;Riddle;;Music;;379745;;0;;2;;1,,,,,,,
294;;B00005LAPH;;No Limits;;Music;;196946;;1;;0;;0,,,,,,,
295;;0791412768;;Inventing Criminology;;Book;;994146;;0;;2;;0,,,,,,,
296;;0385504209;;The Da Vinci Code;;Book;;19;;5;;4;;3049,,,,,,,
297;;9871071361;;The Rurouni Kenshin NB;;Book;;786503;;0;;4;;1,,,,,,,
299;;0231113854;;Tower for the Summer Heat;;Book;;466302;;5;;3;;0,,,,,,,
